,compound,gene,db,ctd,SMILES,n_db
4421,"5-phenylsulfanyl-2,4-quinazolinediamine",DHFR2,True,False,NC1=NC2=C(C(N)=N1)C(SC1=CC=CC=C1)=CC=C2,1
4422,5-phospho-d-arabinohydroxamicAcid,GPI,True,False,[H]N(O)C(=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,1
4423,5-phosphoarabinonicAcid,GPI,True,False,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)C(O)=O,1
4424,5-phosphoarabinonicAcid,PGIB,True,False,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)C(O)=O,1
4425,5-phosphoribosyl-1-(beta-methylene)Pyrophosphate,NADC,True,False,[H][C@]1(O)[C@@]([H])(O)[C@@]([H])(OP(O)(=O)CP(O)(O)=O)O[C@]1([H])COP(O)(O)=O,1
4426,"5-quinoxalin-6-ylmethylene-thiazolidine-2,4-dione",PIK3CG,True,False,O=C1NC(=O)\C(S1)=C\C1=CC2=C(C=C1)N=CC=N2,1
4427,5-thio-a/b-d-mannopyranosylamine,MAN2A1,True,False,[H][C@]1(N)S[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]1([H])O,1
4428,"5-{3-[3-(2,4-dichloro-benzoyl)-ureido]-2-methyl-phenoxy}-pentanoicAcid",PYGM,True,False,CC1=C(NC(=O)NC(=O)C2=CC=C(Cl)C=C2Cl)C=CC=C1OCCCCC(O)=O,1
4429,"5-{4-[(3,5-difluorobenzyl)amino]phenyl}-6-ethylpyrimidine-2,4-diamine",NOS3,True,False,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(NCC2=CC(F)=CC(F)=C2)C=C1,1
4430,"5-{4-[(3,5-difluorobenzyl)amino]phenyl}-6-ethylpyrimidine-2,4-diamine",REN,True,False,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(NCC2=CC(F)=CC(F)=C2)C=C1,1
4431,"5-{[(4-amino-3-chloro-5-fluorophenyl)sulfonyl]amino}-1,3,4-thiadiazole-2-sulfonamide",CA2,True,False,NC1=C(F)C=C(C=C1Cl)S(=O)(=O)NC1=NN=C(S1)S(N)(=O)=O,1
4432,"5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",DCPS,True,False,NC1=NC2=C(C(N)=N1)C(OCC1CCN(CC3=C(Cl)C(Cl)=CC=C3)CC1)=CC=C2,1
