,DrugBank ID,Name,Type,UniProt ID,UniProt Name,SMILES
2669,DB00454,Meperidine,SmallMoleculeDrug,Q12879,"Glutamate receptor ionotropic, NMDA 2A",CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
2670,DB00454,Meperidine,SmallMoleculeDrug,Q14957,"Glutamate receptor ionotropic, NMDA 2C",CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
2671,DB00454,Meperidine,SmallMoleculeDrug,O15399,"Glutamate receptor ionotropic, NMDA 2D",CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
2672,DB00454,Meperidine,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
2673,DB00454,Meperidine,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
2674,DB00454,Meperidine,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
2675,DB00454,Meperidine,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
2676,DB00454,Meperidine,SmallMoleculeDrug,P08912,Muscarinic acetylcholine receptor M5,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
2677,DB00454,Meperidine,SmallMoleculeDrug,P35372,Mu-type opioid receptor,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
2678,DB00454,Meperidine,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
2679,DB00454,Meperidine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
2680,DB00454,Meperidine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
2681,DB00454,Meperidine,SmallMoleculeDrug,P23141,Liver carboxylesterase 1,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
2682,DB00455,Loratadine,SmallMoleculeDrug,P35367,Histamine H1 receptor,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
2683,DB00455,Loratadine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
2684,DB00456,Cefalotin,SmallMoleculeDrug,P15555,D-alanyl-D-alanine carboxypeptidase,[H][C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H]
2685,DB00456,Cefalotin,SmallMoleculeDrug,Q8DR59,Penicillin-binding protein 1A,[H][C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H]
2686,DB00456,Cefalotin,SmallMoleculeDrug,Q7CRA4,Penicillin-binding protein 1b,[H][C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H]
2687,DB00456,Cefalotin,SmallMoleculeDrug,Q75Y35,Penicillin-binding protein 3,[H][C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H]
2688,DB00456,Cefalotin,SmallMoleculeDrug,Q8DNB6,Penicillin-binding protein 2a,[H][C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H]
2689,DB00456,Cefalotin,SmallMoleculeDrug,P0A3M6,Penicillin-binding protein 2B,[H][C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H]
2691,DB00456,Cefalotin,SmallMoleculeDrug,P00811,Beta-lactamase,[H][C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H]
2692,DB00457,Prazosin,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1
2693,DB00457,Prazosin,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1
2694,DB00457,Prazosin,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1
2695,DB00457,Prazosin,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1
2696,DB00457,Prazosin,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1
2697,DB00457,Prazosin,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1
2701,DB00458,Imipramine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2702,DB00458,Imipramine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2703,DB00458,Imipramine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2704,DB00458,Imipramine,SmallMoleculeDrug,P35367,Histamine H1 receptor,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2705,DB00458,Imipramine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2706,DB00458,Imipramine,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2707,DB00458,Imipramine,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2708,DB00458,Imipramine,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2709,DB00458,Imipramine,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2710,DB00458,Imipramine,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2711,DB00458,Imipramine,SmallMoleculeDrug,P08912,Muscarinic acetylcholine receptor M5,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2712,DB00458,Imipramine,SmallMoleculeDrug,Q9NZV8,Potassium voltage-gated channel subfamily D member 2,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2713,DB00458,Imipramine,SmallMoleculeDrug,Q9UK17,Potassium voltage-gated channel subfamily D member 3,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2714,DB00458,Imipramine,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2715,DB00458,Imipramine,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2716,DB00458,Imipramine,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2717,DB00458,Imipramine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2718,DB00458,Imipramine,SmallMoleculeDrug,P21918,D(1B) dopamine receptor,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2719,DB00458,Imipramine,SmallMoleculeDrug,P14416,D(2) dopamine receptor,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2720,DB00458,Imipramine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2721,DB00458,Imipramine,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2722,DB00458,Imipramine,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2723,DB00458,Imipramine,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2724,DB00458,Imipramine,SmallMoleculeDrug,O95259,Potassium voltage-gated channel subfamily H member 1,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2725,DB00458,Imipramine,SmallMoleculeDrug,P19652,Alpha-1-acid glycoprotein 2,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
2726,DB00459,Acitretin,SmallMoleculeDrug,P19793,Retinoic acid receptor RXR-alpha,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
2727,DB00459,Acitretin,SmallMoleculeDrug,P10276,Retinoic acid receptor alpha,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
2728,DB00459,Acitretin,SmallMoleculeDrug,P10826,Retinoic acid receptor beta,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
2729,DB00459,Acitretin,SmallMoleculeDrug,P13631,Retinoic acid receptor gamma,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
2730,DB00459,Acitretin,SmallMoleculeDrug,P28702,Retinoic acid receptor RXR-beta,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
2731,DB00459,Acitretin,SmallMoleculeDrug,P48443,Retinoic acid receptor RXR-gamma,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
2732,DB00459,Acitretin,SmallMoleculeDrug,P09455,Retinol-binding protein 1,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
2733,DB00461,Nabumetone,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2
2734,DB00461,Nabumetone,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2
2735,DB00462,Methscopolamine bromide,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,[Br-].[H][C@@]12O[C@]1([H])[C@H]1C[C@H](C[C@@H]2[N+]1(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1
2736,DB00462,Methscopolamine bromide,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2,[Br-].[H][C@@]12O[C@]1([H])[C@H]1C[C@H](C[C@@H]2[N+]1(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1
2737,DB00462,Methscopolamine bromide,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3,[Br-].[H][C@@]12O[C@]1([H])[C@H]1C[C@H](C[C@@H]2[N+]1(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1
2738,DB00463,Metharbital,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2739,DB00463,Metharbital,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2740,DB00463,Metharbital,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2741,DB00463,Metharbital,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2742,DB00463,Metharbital,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2743,DB00463,Metharbital,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2744,DB00463,Metharbital,SmallMoleculeDrug,P43681,Neuronal acetylcholine receptor subunit alpha-4,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2745,DB00463,Metharbital,SmallMoleculeDrug,P36544,Neuronal acetylcholine receptor subunit alpha-7,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2746,DB00463,Metharbital,SmallMoleculeDrug,P42262,Glutamate receptor 2,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2747,DB00463,Metharbital,SmallMoleculeDrug,Q13002,"Glutamate receptor ionotropic, kainate 2",CCC1(CC)C(=O)NC(=O)N(C)C1=O
2754,DB00463,Metharbital,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2755,DB00463,Metharbital,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2756,DB00463,Metharbital,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2757,DB00463,Metharbital,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2758,DB00463,Metharbital,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2759,DB00463,Metharbital,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2760,DB00463,Metharbital,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2761,DB00463,Metharbital,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2762,DB00463,Metharbital,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2763,DB00463,Metharbital,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta,CCC1(CC)C(=O)NC(=O)N(C)C1=O
2764,DB00464,Sodium tetradecyl sulfate,SmallMoleculeDrug,P04070,Vitamin K-dependent protein C,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O
2765,DB00464,Sodium tetradecyl sulfate,SmallMoleculeDrug,P07225,Vitamin K-dependent protein S,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O
2766,DB00465,Ketorolac,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1
2767,DB00465,Ketorolac,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1
2768,DB00466,Picrotoxin,SmallMoleculeDrug,P24046,Gamma-aminobutyric acid receptor subunit rho-1,[H][C@@]12OC(=O)[C@@]34OC3C[C@@](O)(C3[C@@H](C1OC3=O)C(C)=C)[C@@]24C.[H][C@@]12C[C@@]3(O)C4[C@@H](C(OC4=O)[C@@]4([H])OC(=O)[C@]1(O2)[C@@]34C)C(C)(C)O
2769,DB00466,Picrotoxin,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,[H][C@@]12OC(=O)[C@@]34OC3C[C@@](O)(C3[C@@H](C1OC3=O)C(C)=C)[C@@]24C.[H][C@@]12C[C@@]3(O)C4[C@@H](C(OC4=O)[C@@]4([H])OC(=O)[C@]1(O2)[C@@]34C)C(C)(C)O
2770,DB00466,Picrotoxin,SmallMoleculeDrug,P23416,Glycine receptor subunit alpha-2,[H][C@@]12OC(=O)[C@@]34OC3C[C@@](O)(C3[C@@H](C1OC3=O)C(C)=C)[C@@]24C.[H][C@@]12C[C@@]3(O)C4[C@@H](C(OC4=O)[C@@]4([H])OC(=O)[C@]1(O2)[C@@]34C)C(C)(C)O
2771,DB00466,Picrotoxin,SmallMoleculeDrug,O75311,Glycine receptor subunit alpha-3,[H][C@@]12OC(=O)[C@@]34OC3C[C@@](O)(C3[C@@H](C1OC3=O)C(C)=C)[C@@]24C.[H][C@@]12C[C@@]3(O)C4[C@@H](C(OC4=O)[C@@]4([H])OC(=O)[C@]1(O2)[C@@]34C)C(C)(C)O
2772,DB00466,Picrotoxin,SmallMoleculeDrug,P23415,Glycine receptor subunit alpha-1,[H][C@@]12OC(=O)[C@@]34OC3C[C@@](O)(C3[C@@H](C1OC3=O)C(C)=C)[C@@]24C.[H][C@@]12C[C@@]3(O)C4[C@@H](C(OC4=O)[C@@]4([H])OC(=O)[C@]1(O2)[C@@]34C)C(C)(C)O
2773,DB00467,Enoxacin,SmallMoleculeDrug,P43700,DNA gyrase subunit A,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
2774,DB00467,Enoxacin,SmallMoleculeDrug,P43702,DNA topoisomerase 4 subunit A,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
2775,DB00467,Enoxacin,SmallMoleculeDrug,P11388,DNA topoisomerase 2-alpha,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
2776,DB00468,Quinine,SmallMoleculeDrug,P14770,Platelet glycoprotein IX,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12
2777,DB00468,Quinine,SmallMoleculeDrug,O15554,Intermediate conductance calcium-activated potassium channel protein 4,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12
2778,DB00469,Tenoxicam,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O
2779,DB00469,Tenoxicam,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O
2780,DB00470,Dronabinol,SmallMoleculeDrug,P21554,Cannabinoid receptor 1,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1
2781,DB00470,Dronabinol,SmallMoleculeDrug,P34972,Cannabinoid receptor 2,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1
2782,DB00471,Montelukast,SmallMoleculeDrug,P09917,Arachidonate 5-lipoxygenase,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1
2783,DB00471,Montelukast,SmallMoleculeDrug,Q9Y271,Cysteinyl leukotriene receptor 1,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1
2784,DB00472,Fluoxetine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
2785,DB00472,Fluoxetine,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
2786,DB00472,Fluoxetine,SmallMoleculeDrug,Q15822,Neuronal acetylcholine receptor subunit alpha-2,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
2787,DB00472,Fluoxetine,SmallMoleculeDrug,P32297,Neuronal acetylcholine receptor subunit alpha-3,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
2788,DB00472,Fluoxetine,SmallMoleculeDrug,P30926,Neuronal acetylcholine receptor subunit beta-4,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
2789,DB00472,Fluoxetine,SmallMoleculeDrug,P61024,Cyclin-dependent kinases regulatory subunit 1,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
2790,DB00472,Fluoxetine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
2791,DB00473,Hexylcaine,SmallMoleculeDrug,Q9Y5Y9,Sodium channel protein type 10 subunit alpha,CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1
2792,DB00473,Hexylcaine,SmallMoleculeDrug,Q14524,Sodium channel protein type 5 subunit alpha,CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1
2793,DB00474,Methohexital,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O
2794,DB00475,Chlordiazepoxide,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2795,DB00475,Chlordiazepoxide,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2796,DB00475,Chlordiazepoxide,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2797,DB00475,Chlordiazepoxide,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2798,DB00475,Chlordiazepoxide,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2799,DB00475,Chlordiazepoxide,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2800,DB00475,Chlordiazepoxide,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2801,DB00475,Chlordiazepoxide,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2802,DB00475,Chlordiazepoxide,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2803,DB00475,Chlordiazepoxide,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2804,DB00475,Chlordiazepoxide,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2805,DB00475,Chlordiazepoxide,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2806,DB00475,Chlordiazepoxide,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2807,DB00475,Chlordiazepoxide,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2808,DB00475,Chlordiazepoxide,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2809,DB00475,Chlordiazepoxide,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
2817,DB00476,Duloxetine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1
2818,DB00476,Duloxetine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1
2819,DB00476,Duloxetine,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1
2820,DB00477,Chlorpromazine,SmallMoleculeDrug,P14416,D(2) dopamine receptor,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
2821,DB00477,Chlorpromazine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
2822,DB00477,Chlorpromazine,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
2823,DB00477,Chlorpromazine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
2824,DB00477,Chlorpromazine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
2825,DB00477,Chlorpromazine,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
2826,DB00477,Chlorpromazine,SmallMoleculeDrug,P35367,Histamine H1 receptor,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
2827,DB00477,Chlorpromazine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
2829,DB00477,Chlorpromazine,SmallMoleculeDrug,P21918,D(1B) dopamine receptor,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
2830,DB00477,Chlorpromazine,SmallMoleculeDrug,P35462,D(3) dopamine receptor,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
2831,DB00477,Chlorpromazine,SmallMoleculeDrug,P21917,D(4) dopamine receptor,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
